SCD;21NOV12
RowNr;RD;RA;CD;CA;AL;FNR;SNR;DEP;ARR;STD;DDC;STA;ADC;Mo;Tu;We;Th;Fr;Sa;So;ACtype;ACtypefullname;AG;AGfullname;Start_Op;End_Op
17116;EU;EU;NO;NO;SK;SK210;0;KRS;OSL;0855;0;0940;0;;2;3;;;;;73U;Boeing737div.Typen;O;Others;20NOV12;21NOV12
17117;EU;EU;NO;NO;SK;SK210;0;KRS;OSL;0855;0;0940;0;;;;4;;;;73W;Boeing737-div.;O;Others;22NOV12;22NOV12
17118;EU;EU;NO;NO;SK;SK210;0;KRS;OSL;0855;0;0940;0;1;;;;;;;735;Boeing737-500pax;O;Others;26NOV12;26NOV12
17119;EU;EU;NO;NO;SK;SK210;0;KRS;OSL;0855;0;0940;0;;2;3;;;;;73U;Boeing737div.Typen;O;Others;27NOV12;04DEC12
17120;EU;EU;NO;NO;SK;SK210;0;KRS;OSL;0855;0;0940;0;;;;4;;;;73I;Boeing737div.Typ.;O;Others;29NOV12;29NOV12
17121;EU;EU;NO;NO;SK;SK210;0;KRS;OSL;0855;0;0940;0;1;;;4;;;;734;Boeing737-400pax;O;Others;03DEC12;06DEC12
17122;EU;EU;NO;NO;SK;SK210;0;KRS;OSL;0855;0;0940;0;;;3;;;;;735;Boeing737-500pax;O;Others;05DEC12;05DEC12
17123;EU;EU;NO;NO;SK;SK210;0;KRS;OSL;0855;0;0940;0;1;;;4;;;;735;Boeing737-500pax;O;Others;10DEC12;13DEC12
17124;EU;EU;NO;NO;SK;SK210;0;KRS;OSL;0855;0;0940;0;;2;;;;;;73W;Boeing737-div.;O;Others;11DEC12;11DEC12
17125;EU;EU;NO;NO;SK;SK210;0;KRS;OSL;0855;0;0940;0;;;3;;;;;73U;Boeing737div.Typen;O;Others;12DEC12;12DEC12
17126;EU;EU;NO;NO;SK;SK212;0;KRS;OSL;1030;0;1115;0;1;;3;4;5;;;73I;Boeing737div.Typ.;O;Others;19NOV12;23NOV12
17127;EU;EU;NO;NO;SK;SK212;0;KRS;OSL;1030;0;1115;0;1;2;3;4;;;;73I;Boeing737div.Typ.;O;Others;26NOV12;04DEC12
17128;EU;EU;NO;NO;SK;SK212;0;KRS;OSL;1030;0;1115;0;;;;;5;;;735;Boeing737-500pax;O;Others;30NOV12;30NOV12
17129;EU;EU;NO;NO;SK;SK212;0;KRS;OSL;1030;0;1115;0;;;3;;;;;73B;Boeing737-300pax;O;Others;05DEC12;05DEC12
17130;EU;EU;NO;NO;SK;SK212;0;KRS;OSL;1030;0;1115;0;1;2;3;4;5;;;735;Boeing737-500pax;O;Others;06DEC12;21DEC12
17131;EU;EU;NO;NO;SK;SK214;0;KRS;OSL;1400;0;1445;0;;;3;;5;;;73I;Boeing737div.Typ.;O;Others;14NOV12;21NOV12
17132;EU;EU;NO;NO;SK;SK214;0;KRS;OSL;1400;0;1445;0;;;;4;;;;73W;Boeing737-div.;O;Others;22NOV12;22NOV12
17133;EU;EU;NO;NO;SK;SK214;0;KRS;OSL;1400;0;1445;0;;;;;5;;;735;Boeing737-500pax;O;Others;23NOV12;23NOV12
17134;EU;EU;NO;NO;SK;SK214;0;KRS;OSL;1325;0;1410;0;;;;;;;7;73O;Boeing737div.Typ.;O;Others;25NOV12;25NOV12
17135;EU;EU;NO;NO;SK;SK214;0;KRS;OSL;1400;0;1445;0;;;3;4;5;;;73I;Boeing737div.Typ.;O;Others;28NOV12;30NOV12
17136;EU;EU;NO;NO;SK;SK214;0;KRS;OSL;1325;0;1410;0;;;;;;;7;73O;Boeing737div.Typ.;O;Others;02DEC12;02DEC12
17137;EU;EU;NO;NO;SK;SK214;0;KRS;OSL;1400;0;1445;0;;;3;;;;;73B;Boeing737-300pax;O;Others;05DEC12;05DEC12
17138;EU;EU;NO;NO;SK;SK214;0;KRS;OSL;1400;0;1445;0;;;;4;;;;73N;Boeing737div.Typ.;O;Others;06DEC12;13DEC12
17139;EU;EU;NO;NO;SK;SK214;0;KRS;OSL;1400;0;1445;0;;;;;5;;;73O;Boeing737div.Typ.;O;Others;07DEC12;07DEC12
17140;EU;EU;NO;NO;SK;SK214;0;KRS;OSL;1325;0;1410;0;;;;;;;7;73O;Boeing737div.Typ.;O;Others;09DEC12;09DEC12
17141;EU;EU;NO;NO;SK;SK214;0;KRS;OSL;1400;0;1445;0;;;3;;;;;735;Boeing737-500pax;O;Others;12DEC12;12DEC12
17142;EU;EU;NO;NO;SK;SK214;0;KRS;OSL;1400;0;1445;0;;;;;5;;;73I;Boeing737div.Typ.;O;Others;14DEC12;14DEC12
17143;EU;EU;NO;NO;SK;SK214;0;KRS;OSL;1325;0;1410;0;;;;;;;7;73O;Boeing737div.Typ.;O;Others;16DEC12;03FEB13
17144;EU;EU;NO;NO;SK;SK216;0;KRS;OSL;1545;0;1630;0;1;2;3;;;;7;73O;Boeing737div.Typ.;O;Others;19NOV12;25NOV12
17145;EU;EU;NO;NO;SK;SK216;0;KRS;OSL;1545;0;1630;0;;;;4;;;;734;Boeing737-400pax;O;Others;22NOV12;22NOV12
17146;EU;EU;NO;NO;SK;SK216;0;KRS;OSL;1545;0;1630;0;;;;;5;;;735;Boeing737-500pax;O;Others;23NOV12;23NOV12
17147;EU;EU;NO;NO;SK;SK216;0;KRS;OSL;1545;0;1630;0;1;;;4;5;;;73I;Boeing737div.Typ.;O;Others;26NOV12;03DEC12
17148;EU;EU;NO;NO;SK;SK216;0;KRS;OSL;1545;0;1630;0;;2;3;;;;;73K;Boeing737div.Typen;O;Others;27NOV12;28NOV12
17149;EU;EU;NO;NO;SK;SK216;0;KRS;OSL;1545;0;1630;0;;2;3;4;;;7;73O;Boeing737div.Typ.;O;Others;02DEC12;06DEC12
17150;EU;EU;NO;NO;SK;SK216;0;KRS;OSL;1545;0;1630;0;;;;;5;;;73I;Boeing737div.Typ.;O;Others;07DEC12;07DEC12
17151;EU;EU;NO;NO;SK;SK216;0;KRS;OSL;1545;0;1630;0;;2;;;5;;7;73O;Boeing737div.Typ.;O;Others;09DEC12;16DEC12
17152;EU;EU;NO;NO;SK;SK216;0;KRS;OSL;1545;0;1630;0;1;;;;;;;73H;Boeing737-800(winglets)pax;O;Others;10DEC12;10DEC12
17153;EU;EU;NO;NO;SK;SK216;0;KRS;OSL;1545;0;1630;0;1;2;3;;;;;73T;Boeing737div.Typ.;O;Others;12DEC12;18DEC12
17154;EU;EU;NO;NO;SK;SK216;0;KRS;OSL;1545;0;1630;0;;;;4;;;;735;Boeing737-500pax;O;Others;13DEC12;13DEC12
17155;EU;EU;NO;NO;SK;SK216;0;KRS;OSL;1545;0;1630;0;;;3;;;;;73W;Boeing737-div.;O;Others;19DEC12;19DEC12
17156;EU;EU;NO;NO;SK;SK216;0;KRS;OSL;1545;0;1630;0;;;;4;5;;;73N;Boeing737div.Typ.;O;Others;20DEC12;21DEC12
17157;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;1;;;4;;;;73O;Boeing737div.Typ.;O;Others;19NOV12;22NOV12
17158;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;;;3;;;;;73N;Boeing737div.Typ.;O;Others;21NOV12;28NOV12
17159;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;;;;;5;;7;73U;Boeing737div.Typen;O;Others;23NOV12;25NOV12
17160;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1905;0;1950;0;;;;;;6;;735;Boeing737-500pax;O;Others;24NOV12;24NOV12
17161;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;1;;;;;;;73S;Boeing737-200Advancedpax;O;Others;26NOV12;26NOV12
17162;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;;2;;;;;;73B;Boeing737-300pax;O;Others;27NOV12;04DEC12
17163;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;;;;4;;;;734;Boeing737-400pax;O;Others;29NOV12;29NOV12
17164;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;;;;;5;;;73N;Boeing737div.Typ.;O;Others;30NOV12;30NOV12
17165;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1905;0;1950;0;;;;;;6;;735;Boeing737-500pax;O;Others;01DEC12;01DEC12
17166;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;;;;;;;7;735;Boeing737-500pax;O;Others;02DEC12;02DEC12
17167;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;1;;;;;;;73H;Boeing737-800(winglets)pax;O;Others;03DEC12;03DEC12
17168;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;;;3;;5;;;73N;Boeing737div.Typ.;O;Others;05DEC12;12DEC12
17169;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;;;;4;;;;73O;Boeing737div.Typ.;O;Others;06DEC12;06DEC12
17170;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1905;0;1950;0;;;;;;6;;735;Boeing737-500pax;O;Others;08DEC12;08DEC12
17171;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;;2;;;;;7;734;Boeing737-400pax;O;Others;09DEC12;16DEC12
17172;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;1;;;;;;;73H;Boeing737-800(winglets)pax;O;Others;10DEC12;10DEC12
17173;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;;;;4;;;;73T;Boeing737div.Typ.;O;Others;13DEC12;13DEC12
17174;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;;;;;5;;;73O;Boeing737div.Typ.;O;Others;14DEC12;14DEC12
17175;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1905;0;1950;0;;;;;;6;;735;Boeing737-500pax;O;Others;15DEC12;15DEC12
17176;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;1;;;;;;;73H;Boeing737-800(winglets)pax;O;Others;17DEC12;17DEC12
17177;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;;2;;4;;;;73I;Boeing737div.Typ.;O;Others;18DEC12;20DEC12
17178;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;;;3;;;;;73K;Boeing737div.Typen;O;Others;19DEC12;19DEC12
17179;EU;EU;NO;NO;SK;SK222;0;KRS;OSL;1815;0;1900;0;;;;;5;;;735;Boeing737-500pax;O;Others;21DEC12;21DEC12
17180;EU;EU;NO;NO;SK;SK236;0;BGO;OSL;0615;0;0710;0;;2;3;4;5;;;73K;Boeing737div.Typen;O;Others;14NOV12;22NOV12
17181;EU;EU;NO;NO;SK;SK236;0;BGO;OSL;0615;0;0710;0;1;;;;5;;;73N;Boeing737div.Typ.;O;Others;23NOV12;26NOV12
17182;EU;EU;NO;NO;SK;SK236;0;BGO;OSL;0615;0;0710;0;;2;;4;;;;73K;Boeing737div.Typen;O;Others;27NOV12;04DEC12
17183;EU;EU;NO;NO;SK;SK236;0;BGO;OSL;0615;0;0710;0;;;3;;;;;73W;Boeing737-div.;O;Others;28NOV12;05DEC12
17184;EU;EU;NO;NO;SK;SK236;0;BGO;OSL;0615;0;0710;0;;;;;5;;;73H;Boeing737-800(winglets)pax;O;Others;30NOV12;30NOV12
17185;EU;EU;NO;NO;SK;SK236;0;BGO;OSL;0615;0;0710;0;1;;;;;;;734;Boeing737-400pax;O;Others;03DEC12;03DEC12
17186;EU;EU;NO;NO;SK;SK236;0;BGO;OSL;0615;0;0710;0;;;;4;5;;;73K;Boeing737div.Typen;O;Others;06DEC12;07DEC12
17187;EU;EU;NO;NO;SK;SK236;0;BGO;OSL;0615;0;0710;0;1;;;;;;;73H;Boeing737-800(winglets)pax;O;Others;10DEC12;10DEC12
17188;EU;EU;NO;NO;SK;SK236;0;BGO;OSL;0615;0;0710;0;;2;3;4;5;;;73K;Boeing737div.Typen;O;Others;11DEC12;21DEC12
17189;EU;EU;NO;NO;SK;SK236;0;BGO;OSL;0615;0;0710;0;1;;;;;;;73T;Boeing737div.Typ.;O;Others;17DEC12;17DEC12
17190;EU;EU;NO;NO;SK;SK238;0;BGO;OSL;0700;0;0755;0;1;;;4;;;;73U;Boeing737div.Typen;O;Others;15NOV12;22NOV12
17191;EU;EU;NO;NO;SK;SK238;0;BGO;OSL;0700;0;0755;0;;;3;;;;;73O;Boeing737div.Typ.;O;Others;21NOV12;21NOV12
17192;EU;EU;NO;NO;SK;SK238;0;BGO;OSL;0700;0;0755;0;1;;;;;;;73B;Boeing737-300pax;O;Others;26NOV12;26NOV12
17193;EU;EU;NO;NO;SK;SK238;0;BGO;OSL;0700;0;0755;0;;2;;;;;;73W;Boeing737-div.;O;Others;27NOV12;27NOV12
17194;EU;EU;NO;NO;SK;SK238;0;BGO;OSL;0700;0;0755;0;;2;3;;;;;73H;Boeing737-800(winglets)pax;O;Others;28NOV12;04DEC12
17195;EU;EU;NO;NO;SK;SK238;0;BGO;OSL;0700;0;0755;0;;;;4;;;;73U;Boeing737div.Typen;O;Others;29NOV12;29NOV12
17196;EU;EU;NO;NO;SK;SK238;0;BGO;OSL;0700;0;0755;0;1;;;;;;;73O;Boeing737div.Typ.;O;Others;03DEC12;10DEC12
17197;EU;EU;NO;NO;SK;SK238;0;BGO;OSL;0700;0;0755;0;;;3;;;;;73K;Boeing737div.Typen;O;Others;05DEC12;05DEC12
17198;EU;EU;NO;NO;SK;SK238;0;BGO;OSL;0700;0;0755;0;;;;4;;;;735;Boeing737-500pax;O;Others;06DEC12;06DEC12
17199;EU;EU;NO;NO;SK;SK238;0;BGO;OSL;0700;0;0755;0;;2;;;;;;73H;Boeing737-800(winglets)pax;O;Others;11DEC12;11DEC12
17200;EU;EU;NO;NO;SK;SK238;0;BGO;OSL;0700;0;0755;0;1;2;3;;;;;73O;Boeing737div.Typ.;O;Others;12DEC12;18DEC12
17201;EU;EU;NO;NO;SK;SK238;0;BGO;OSL;0700;0;0755;0;;;;4;;;;73U;Boeing737div.Typen;O;Others;13DEC12;20DEC12
17202;EU;EU;NO;NO;SK;SK238;0;BGO;OSL;0700;0;0755;0;;;3;;;;;73H;Boeing737-800(winglets)pax;O;Others;19DEC12;19DEC12
17203;EU;EU;NO;NO;SK;SK244;0;BGO;OSL;0730;0;0825;0;;2;;4;;;;73O;Boeing737div.Typ.;O;Others;20NOV12;22NOV12
17204;EU;EU;NO;NO;SK;SK244;0;BGO;OSL;0730;0;0825;0;;2;3;;;;;73N;Boeing737div.Typ.;O;Others;21NOV12;28NOV12
17205;EU;EU;NO;NO;SK;SK244;0;BGO;OSL;0730;0;0825;0;;;;;5;;;73T;Boeing737div.Typ.;O;Others;23NOV12;23NOV12
17206;EU;EU;NO;NO;SK;SK244;0;BGO;OSL;0720;0;0815;0;;;;;;6;;73N;Boeing737div.Typ.;O;Others;24NOV12;24NOV12
17207;EU;EU;NO;NO;SK;SK244;0;BGO;OSL;0715;0;0810;0;;;;;;;7;73I;Boeing737div.Typ.;O;Others;25NOV12;25NOV12
17208;EU;EU;NO;NO;SK;SK244;0;BGO;OSL;0730;0;0825;0;1;;;4;;;;73W;Boeing737-div.;O;Others;26NOV12;29NOV12
17209;EU;EU;NO;NO;SK;SK244;0;BGO;OSL;0730;0;0825;0;;;;;5;;;734;Boeing737-400pax;O;Others;30NOV12;07DEC12
17210;EU;EU;NO;NO;SK;SK244;0;BGO;OSL;0720;0;0815;0;;;;;;6;;73K;Boeing737div.Typen;O;Others;01DEC12;01DEC12
17211;EU;EU;NO;NO;SK;SK244;0;BGO;OSL;0715;0;0810;0;;;;;;;7;73T;Boeing737div.Typ.;O;Others;02DEC12;09DEC12
17212;EU;EU;NO;NO;SK;SK244;0;BGO;OSL;0730;0;0825;0;1;;;;;;;73T;Boeing737div.Typ.;O;Others;03DEC12;03DEC12
17213;EU;EU;NO;NO;SK;SK244;0;BGO;OSL;0730;0;0825;0;;2;;;;;;73O;Boeing737div.Typ.;O;Others;04DEC12;11DEC12
17214;EU;EU;NO;NO;SK;SK244;0;BGO;OSL;0730;0;0825;0;;;3;4;;;;73N;Boeing737div.Typ.;O;Others;05DEC12;06DEC12
17215;EU;EU;NO;NO;SK;SK244;0;BGO;OSL;0720;0;0815;0;;;;;;6;;73K;Boeing737div.Typen;O;Others;08DEC12;15DEC12
17216;EU;EU;NO;NO;SK;SK244;0;BGO;OSL;0730;0;0825;0;1;;;;;;;73B;Boeing737-300pax;O;Others;10DEC12;10DEC12
17217;EU;EU;NO;NO;SK;SK244;0;BGO;OSL;0730;0;0825;0;;;3;;;;;73N;Boeing737div.Typ.;O;Others;12DEC12;19DEC12
17218;EU;EU;NO;NO;SK;SK244;0;BGO;OSL;0730;0;0825;0;;2;;4;;;;73O;Boeing737div.Typ.;O;Others;13DEC12;20DEC12
17219;EU;EU;NO;NO;SK;SK244;0;BGO;OSL;0730;0;0825;0;1;;;;5;;;734;Boeing737-400pax;O;Others;14DEC12;21DEC12
17220;EU;EU;NO;NO;SK;SK244;0;BGO;OSL;0715;0;0810;0;;;;;;;7;73W;Boeing737-div.;O;Others;16DEC12;16DEC12
17221;EU;EU;NO;NO;SK;SK246;0;BGO;OSL;0800;0;0850;0;;2;;4;5;;;73W;Boeing737-div.;O;Others;15NOV12;22NOV12
17222;EU;EU;NO;NO;SK;SK246;0;BGO;OSL;0800;0;0850;0;;;3;;;;;73I;Boeing737div.Typ.;O;Others;21NOV12;21NOV12
17223;EU;EU;NO;NO;SK;SK246;0;BGO;OSL;0800;0;0850;0;;;;;5;;;73K;Boeing737div.Typen;O;Others;23NOV12;23NOV12
17224;EU;EU;NO;NO;SK;SK246;0;BGO;OSL;0800;0;0850;0;1;;;;;;;73T;Boeing737div.Typ.;O;Others;26NOV12;26NOV12
17225;EU;EU;NO;NO;SK;SK246;0;BGO;OSL;0800;0;0850;0;;2;;;;;;73H;Boeing737-800(winglets)pax;O;Others;27NOV12;27NOV12
17226;EU;EU;NO;NO;SK;SK246;0;BGO;OSL;0800;0;0850;0;;;3;;;;;734;Boeing737-400pax;O;Others;28NOV12;28NOV12
17227;EU;EU;NO;NO;SK;SK246;0;BGO;OSL;0800;0;0850;0;1;;;4;;;;73O;Boeing737div.Typ.;O;Others;29NOV12;03DEC12
17228;EU;EU;NO;NO;SK;SK246;0;BGO;OSL;0800;0;0850;0;;2;;4;5;;;73W;Boeing737-div.;O;Others;30NOV12;06DEC12
17229;EU;EU;NO;NO;SK;SK246;0;BGO;OSL;0800;0;0850;0;;;3;;;;;734;Boeing737-400pax;O;Others;05DEC12;05DEC12
17230;EU;EU;NO;NO;SK;SK246;0;BGO;OSL;0800;0;0850;0;;;;;5;;;735;Boeing737-500pax;O;Others;07DEC12;07DEC12
17231;EU;EU;NO;NO;SK;SK246;0;BGO;OSL;0800;0;0850;0;1;;;;;;;73O;Boeing737div.Typ.;O;Others;10DEC12;17DEC12
17232;EU;EU;NO;NO;SK;SK246;0;BGO;OSL;0800;0;0850;0;;2;;4;5;;;73W;Boeing737-div.;O;Others;11DEC12;21DEC12
17233;EU;EU;NO;NO;SK;SK246;0;BGO;OSL;0800;0;0850;0;;;3;;;;;734;Boeing737-400pax;O;Others;12DEC12;19DEC12
17234;EU;EU;NO;NO;SK;SK248;0;BGO;OSL;0830;0;0920;0;;;;4;;;;73T;Boeing737div.Typ.;O;Others;15NOV12;22NOV12
17235;EU;EU;NO;NO;SK;SK248;0;BGO;OSL;0830;0;0920;0;;;;;5;;;73H;Boeing737-800(winglets)pax;O;Others;16NOV12;23NOV12
17236;EU;EU;NO;NO;SK;SK248;0;BGO;OSL;0830;0;0920;0;;;;;;6;;73I;Boeing737div.Typ.;O;Others;17NOV12;24NOV12
17237;EU;EU;NO;NO;SK;SK248;0;BGO;OSL;0830;0;0920;0;1;;3;;;;;73B;Boeing737-300pax;O;Others;19NOV12;21NOV12
17238;EU;EU;NO;NO;SK;SK248;0;BGO;OSL;0830;0;0920;0;1;;;;;;;73H;Boeing737-800(winglets)pax;O;Others;26NOV12;26NOV12
17239;EU;EU;NO;NO;SK;SK248;0;BGO;OSL;0830;0;0920;0;;2;;;;;;73T;Boeing737div.Typ.;O;Others;27NOV12;27NOV12
17240;EU;EU;NO;NO;SK;SK248;0;BGO;OSL;0830;0;0920;0;;2;3;;;;;73N;Boeing737div.Typ.;O;Others;28NOV12;04DEC12
17241;EU;EU;NO;NO;SK;SK248;0;BGO;OSL;0830;0;0920;0;;;;4;;;;73O;Boeing737div.Typ.;O;Others;29NOV12;29NOV12
17242;EU;EU;NO;NO;SK;SK248;0;BGO;OSL;0830;0;0920;0;;;;4;5;;;73K;Boeing737div.Typen;O;Others;30NOV12;06DEC12
17243;EU;EU;NO;NO;SK;SK248;0;BGO;OSL;0830;0;0920;0;1;;;;;6;;73I;Boeing737div.Typ.;O;Others;01DEC12;08DEC12
17244;EU;EU;NO;NO;SK;SK248;0;BGO;OSL;0830;0;0920;0;;;3;;5;;;73H;Boeing737-800(winglets)pax;O;Others;05DEC12;07DEC12
17245;EU;EU;NO;NO;SK;SK248;0;BGO;OSL;0830;0;0920;0;1;;;;;;;73C;Boeing737Advancedpax;O;Others;10DEC12;10DEC12
17246;EU;EU;NO;NO;SK;SK248;0;BGO;OSL;0830;0;0920;0;;2;;;;;;73W;Boeing737-div.;O;Others;11DEC12;11DEC12
17247;EU;EU;NO;NO;SK;SK248;0;BGO;OSL;0830;0;0920;0;;;3;4;5;;;73O;Boeing737div.Typ.;O;Others;12DEC12;14DEC12
17248;EU;EU;NO;NO;SK;SK248;0;BGO;OSL;0830;0;0920;0;;;;;;6;;73H;Boeing737-800(winglets)pax;O;Others;15DEC12;15DEC12
17249;EU;EU;NO;NO;SK;SK248;0;BGO;OSL;0830;0;0920;0;1;;;;5;;;735;Boeing737-500pax;O;Others;17DEC12;21DEC12
17250;EU;EU;NO;NO;SK;SK248;0;BGO;OSL;0830;0;0920;0;;2;;4;;;;73O;Boeing737div.Typ.;O;Others;18DEC12;20DEC12
17251;EU;EU;NO;NO;SK;SK248;0;BGO;OSL;0830;0;0920;0;;;3;;;;;73W;Boeing737-div.;O;Others;19DEC12;19DEC12
17252;EU;EU;NO;NO;SK;SK249;0;OSL;BGO;0710;0;0805;0;;;;4;;;;73T;Boeing737div.Typ.;O;Others;15NOV12;22NOV12
17253;EU;EU;NO;NO;SK;SK249;0;OSL;BGO;0710;0;0805;0;1;;3;;;;;73B;Boeing737-300pax;O;Others;19NOV12;21NOV12
17254;EU;EU;NO;NO;SK;SK249;0;OSL;BGO;0710;0;0805;0;1;;;;;;;73H;Boeing737-800(winglets)pax;O;Others;26NOV12;26NOV12
17255;EU;EU;NO;NO;SK;SK249;0;OSL;BGO;0710;0;0805;0;;2;;;;;;73T;Boeing737div.Typ.;O;Others;27NOV12;27NOV12
17256;EU;EU;NO;NO;SK;SK249;0;OSL;BGO;0710;0;0805;0;;2;3;;;;;73N;Boeing737div.Typ.;O;Others;28NOV12;04DEC12
17257;EU;EU;NO;NO;SK;SK249;0;OSL;BGO;0710;0;0805;0;;;;4;;;;73O;Boeing737div.Typ.;O;Others;29NOV12;29NOV12
17258;EU;EU;NO;NO;SK;SK249;0;OSL;BGO;0710;0;0805;0;1;;;;;;;73I;Boeing737div.Typ.;O;Others;03DEC12;03DEC12
17259;EU;EU;NO;NO;SK;SK249;0;OSL;BGO;0710;0;0805;0;;;3;;;;;73H;Boeing737-800(winglets)pax;O;Others;05DEC12;05DEC12
17260;EU;EU;NO;NO;SK;SK249;0;OSL;BGO;0710;0;0805;0;;;;4;;;;73K;Boeing737div.Typen;O;Others;06DEC12;06DEC12
17261;EU;EU;NO;NO;SK;SK249;0;OSL;BGO;0710;0;0805;0;1;;;;;;;73C;Boeing737Advancedpax;O;Others;10DEC12;10DEC12
17262;EU;EU;NO;NO;SK;SK249;0;OSL;BGO;0710;0;0805;0;;2;;;;;;73W;Boeing737-div.;O;Others;11DEC12;11DEC12
17263;EU;EU;NO;NO;SK;SK249;0;OSL;BGO;0710;0;0805;0;;;3;4;;;;73O;Boeing737div.Typ.;O;Others;12DEC12;13DEC12
17264;EU;EU;NO;NO;SK;SK249;0;OSL;BGO;0710;0;0805;0;1;;;;;;;735;Boeing737-500pax;O;Others;17DEC12;17DEC12
17265;EU;EU;NO;NO;SK;SK249;0;OSL;BGO;0710;0;0805;0;;2;;4;;;;73O;Boeing737div.Typ.;O;Others;18DEC12;20DEC12
17266;EU;EU;NO;NO;SK;SK249;0;OSL;BGO;0710;0;0805;0;;;3;;;;;73W;Boeing737-div.;O;Others;19DEC12;19DEC12
17267;EU;EU;NO;NO;SK;SK251;0;OSL;BGO;0800;0;0855;0;1;2;3;4;;;;73K;Boeing737div.Typen;O;Others;14NOV12;21NOV12
17268;EU;EU;NO;NO;SK;SK251;0;OSL;BGO;0800;0;0855;0;;;;4;5;;;73N;Boeing737div.Typ.;O;Others;16NOV12;23NOV12
17269;EU;EU;NO;NO;SK;SK251;0;OSL;BGO;0800;0;0855;0;1;2;3;4;;;;73K;Boeing737div.Typen;O;Others;26NOV12;04DEC12
17270;EU;EU;NO;NO;SK;SK251;0;OSL;BGO;0800;0;0855;0;;;;;5;;;73H;Boeing737-800(winglets)pax;O;Others;30NOV12;30NOV12
17271;EU;EU;NO;NO;SK;SK251;0;OSL;BGO;0800;0;0855;0;;;3;;;;;734;Boeing737-400pax;O;Others;05DEC12;05DEC12
17272;EU;EU;NO;NO;SK;SK251;0;OSL;BGO;0800;0;0855;0;1;2;3;4;5;;;73K;Boeing737div.Typen;O;Others;06DEC12;21DEC12
17273;EU;EU;NO;NO;SK;SK252;0;BGO;OSL;0920;0;1010;0;1;2;3;4;;;;73K;Boeing737div.Typen;O;Others;14NOV12;21NOV12
17274;EU;EU;NO;NO;SK;SK252;0;BGO;OSL;0920;0;1010;0;;;;4;5;;;73N;Boeing737div.Typ.;O;Others;16NOV12;23NOV12
17275;EU;EU;NO;NO;SK;SK252;0;BGO;OSL;0920;0;1010;0;;;;;5;;7;73H;Boeing737-800(winglets)pax;O;Others;25NOV12;30NOV12
17276;EU;EU;NO;NO;SK;SK252;0;BGO;OSL;0920;0;1010;0;1;2;3;4;;;;73K;Boeing737div.Typen;O;Others;26NOV12;04DEC12
17277;EU;EU;NO;NO;SK;SK252;0;BGO;OSL;0920;0;1010;0;;;;;;;7;73W;Boeing737-div.;O;Others;02DEC12;09DEC12
17278;EU;EU;NO;NO;SK;SK252;0;BGO;OSL;0920;0;1010;0;;;3;;;;;734;Boeing737-400pax;O;Others;05DEC12;05DEC12
17279;EU;EU;NO;NO;SK;SK252;0;BGO;OSL;0920;0;1010;0;;;;4;5;;;73K;Boeing737div.Typen;O;Others;06DEC12;07DEC12
17280;EU;EU;NO;NO;SK;SK252;0;BGO;OSL;0920;0;1010;0;1;2;3;4;5;;;73K;Boeing737div.Typen;O;Others;10DEC12;21DEC12
17281;EU;EU;NO;NO;SK;SK252;0;BGO;OSL;0920;0;1010;0;;;;;;;7;73T;Boeing737div.Typ.;O;Others;16DEC12;16DEC12
17282;EU;EU;NO;NO;SK;SK255;0;OSL;BGO;0905;0;0955;0;1;2;3;4;;;;73N;Boeing737div.Typ.;O;Others;14NOV12;21NOV12
17283;EU;EU;NO;NO;SK;SK255;0;OSL;BGO;0905;0;0955;0;1;;3;4;;;;73N;Boeing737div.Typ.;O;Others;22NOV12;06DEC12
17284;EU;EU;NO;NO;SK;SK255;0;OSL;BGO;0915;0;1005;0;;;;;;6;;73O;Boeing737div.Typ.;O;Others;24NOV12;01DEC12
