SCD;21NOV12
RowNr;RD;RA;CD;CA;AL;FNR;SNR;DEP;ARR;STD;DDC;STA;ADC;Mo;Tu;We;Th;Fr;Sa;So;ACtype;ACtypefullname;AG;AGfullname;Start_Op;End_Op
166;EU;EU;DE;DE;LH;LH021;0;HAM;FRA;1500;0;1615;0;1;;;;;;;319;AirbusA319;O;Others;03DEC12;17DEC12
167;EU;EU;DE;DE;LH;LH021;0;HAM;FRA;1500;0;1615;0;;;3;;;;;320;AirbusA320-100/200;W;PAXULD;05DEC12;05DEC12
168;EU;EU;DE;DE;LH;LH021;0;HAM;FRA;1500;0;1615;0;;2;3;;;;;321;AirbusA321-100/200;W;PAXULD;12DEC12;18DEC12
169;EU;EU;DE;DE;LH;LH021;0;HAM;FRA;1500;0;1615;0;;;3;4;5;6;;320;AirbusA320-100/200;W;PAXULD;15DEC12;21DEC12
170;EU;EU;DE;DE;LH;LH022;0;FRA;HAM;1600;0;1705;0;1;2;;;5;;;319;AirbusA319;O;Others;20NOV12;27NOV12
171;EU;EU;DE;DE;LH;LH022;0;FRA;HAM;1600;0;1705;0;;;3;4;;;;321;AirbusA321-100/200;W;PAXULD;14NOV12;22NOV12
172;EU;EU;DE;DE;LH;LH022;0;FRA;HAM;1600;0;1705;0;;;3;;;;;320;AirbusA320-100/200;W;PAXULD;28NOV12;28NOV12
173;EU;EU;DE;DE;LH;LH022;0;FRA;HAM;1600;0;1705;0;;;3;4;5;;;321;AirbusA321-100/200;W;PAXULD;29NOV12;19DEC12
174;EU;EU;DE;DE;LH;LH022;0;FRA;HAM;1600;0;1705;0;1;;;;;;;319;AirbusA319;O;Others;03DEC12;31DEC12
175;EU;EU;DE;DE;LH;LH022;0;FRA;HAM;1600;0;1705;0;;2;;;;;;321;AirbusA321-100/200;W;PAXULD;04DEC12;04DEC12
176;EU;EU;DE;DE;LH;LH022;0;FRA;HAM;1600;0;1705;0;;2;;;;;;319;AirbusA319;O;Others;11DEC12;11DEC12
177;EU;EU;DE;DE;LH;LH022;0;FRA;HAM;1600;0;1705;0;;2;;;;;;321;AirbusA321-100/200;W;PAXULD;18DEC12;18DEC12
178;EU;EU;DE;DE;LH;LH022;0;FRA;HAM;1600;0;1705;0;;;;4;;;;319;AirbusA319;O;Others;20DEC12;27DEC12
179;EU;EU;DE;DE;LH;LH022;0;FRA;HAM;1600;0;1705;0;;;;;5;;;320;AirbusA320-100/200;W;PAXULD;21DEC12;04JAN13
180;EU;EU;DE;DE;LH;LH023;0;HAM;FRA;1600;0;1715;0;;2;3;;5;;;319;AirbusA319;O;Others;13NOV12;30NOV12
181;EU;EU;DE;DE;LH;LH023;0;HAM;FRA;1600;0;1715;0;;;;4;;;;321;AirbusA321-100/200;W;PAXULD;15NOV12;13DEC12
182;EU;EU;DE;DE;LH;LH023;0;HAM;FRA;1600;0;1715;0;1;;;;;;;321;AirbusA321-100/200;W;PAXULD;26NOV12;26NOV12
183;EU;EU;DE;DE;LH;LH023;0;HAM;FRA;1600;0;1715;0;1;2;3;;5;;;319;AirbusA319;O;Others;03DEC12;07DEC12
184;EU;EU;DE;DE;LH;LH023;0;HAM;FRA;1600;0;1715;0;1;2;;;;;;321;AirbusA321-100/200;W;PAXULD;10DEC12;11DEC12
185;EU;EU;DE;DE;LH;LH023;0;HAM;FRA;1600;0;1715;0;;2;3;;;;;319;AirbusA319;O;Others;12DEC12;19DEC12
186;EU;EU;DE;DE;LH;LH023;0;HAM;FRA;1600;0;1715;0;1;;;4;5;;;319;AirbusA319;O;Others;14DEC12;04JAN13
187;EU;EU;DE;DE;LH;LH024;0;FRA;HAM;1700;0;1805;0;;2;;4;5;6;;321;AirbusA321-100/200;W;PAXULD;22NOV12;27NOV12
188;EU;EU;DE;DE;LH;LH024;0;FRA;HAM;1700;0;1805;0;;;3;;;;7;320;AirbusA320-100/200;W;PAXULD;21NOV12;25NOV12
189;EU;EU;DE;DE;LH;LH024;0;FRA;HAM;1700;0;1805;0;1;;;4;5;6;;321;AirbusA321-100/200;W;PAXULD;26NOV12;03DEC12
190;EU;EU;DE;DE;LH;LH024;0;FRA;HAM;1700;0;1805;0;;;3;;;;;321;AirbusA321-100/200;W;PAXULD;28NOV12;26DEC12
191;EU;EU;DE;DE;LH;LH024;0;FRA;HAM;1700;0;1805;0;;2;;4;5;;7;321;AirbusA321-100/200;W;PAXULD;02DEC12;07DEC12
192;EU;EU;DE;DE;LH;LH024;0;FRA;HAM;1700;0;1805;0;;;;;;6;;320;AirbusA320-100/200;W;PAXULD;08DEC12;08DEC12
193;EU;EU;DE;DE;LH;LH024;0;FRA;HAM;1700;0;1805;0;;;;;;;7;320;AirbusA320-100/200;W;PAXULD;09DEC12;23DEC12
194;EU;EU;DE;DE;LH;LH024;0;FRA;HAM;1700;0;1805;0;1;;;4;;;;321;AirbusA321-100/200;W;PAXULD;10DEC12;17DEC12
195;EU;EU;DE;DE;LH;LH024;0;FRA;HAM;1700;0;1805;0;;2;;;5;6;;321;AirbusA321-100/200;W;PAXULD;11DEC12;22DEC12
196;EU;EU;DE;DE;LH;LH024;0;FRA;HAM;1700;0;1805;0;;2;;4;;;;319;AirbusA319;O;Others;20DEC12;27DEC12
197;EU;EU;DE;DE;LH;LH025;0;HAM;FRA;1700;0;1815;0;;;3;4;5;;;321;AirbusA321-100/200;W;PAXULD;16NOV12;28MAR13
198;EU;EU;DE;DE;LH;LH025;0;HAM;FRA;1700;0;1815;0;;;;;;6;7;319;AirbusA319;O;Others;17NOV12;25NOV12
199;EU;EU;DE;DE;LH;LH025;0;HAM;FRA;1700;0;1815;0;1;;;;;;;321;AirbusA321-100/200;W;PAXULD;19NOV12;26NOV12
200;EU;EU;DE;DE;LH;LH025;0;HAM;FRA;1700;0;1815;0;;2;;;;;;321;AirbusA321-100/200;W;PAXULD;20NOV12;25DEC12
201;EU;EU;DE;DE;LH;LH025;0;HAM;FRA;1700;0;1815;0;;;;;;6;;321;AirbusA321-100/200;W;PAXULD;01DEC12;01DEC12
202;EU;EU;DE;DE;LH;LH025;0;HAM;FRA;1700;0;1815;0;;;;;;;7;320;AirbusA320-100/200;W;PAXULD;02DEC12;02DEC12
203;EU;EU;DE;DE;LH;LH025;0;HAM;FRA;1700;0;1815;0;1;;;;;;;319;AirbusA319;O;Others;03DEC12;03DEC12
204;EU;EU;DE;DE;LH;LH025;0;HAM;FRA;1700;0;1815;0;;;;;;6;7;319;AirbusA319;O;Others;08DEC12;16DEC12
205;EU;EU;DE;DE;LH;LH025;0;HAM;FRA;1700;0;1815;0;1;;;;;;;320;AirbusA320-100/200;W;PAXULD;10DEC12;17DEC12
206;EU;EU;DE;DE;LH;LH026;0;FRA;HAM;1800;0;1905;0;;;3;4;;;;321;AirbusA321-100/200;W;PAXULD;14NOV12;28NOV12
207;EU;EU;DE;DE;LH;LH026;0;FRA;HAM;1800;0;1905;0;;;;;5;;;319;AirbusA319;O;Others;16NOV12;30NOV12
208;EU;EU;DE;DE;LH;LH026;0;FRA;HAM;1800;0;1905;0;1;;;;;;7;319;AirbusA319;O;Others;19NOV12;25NOV12
209;EU;EU;DE;DE;LH;LH026;0;FRA;HAM;1800;0;1905;0;1;;;;;;;320;AirbusA320-100/200;W;PAXULD;26NOV12;26NOV12
210;EU;EU;DE;DE;LH;LH026;0;FRA;HAM;1800;0;1905;0;;2;;4;;;;321;AirbusA321-100/200;W;PAXULD;27NOV12;29NOV12
211;EU;EU;DE;DE;LH;LH026;0;FRA;HAM;1800;0;1905;0;1;;;;5;;7;319;AirbusA319;O;Others;02DEC12;09DEC12
212;EU;EU;DE;DE;LH;LH026;0;FRA;HAM;1800;0;1905;0;;2;;;;;;320;AirbusA320-100/200;W;PAXULD;04DEC12;18DEC12
213;EU;EU;DE;DE;LH;LH026;0;FRA;HAM;1800;0;1905;0;;;3;4;;;;321;AirbusA321-100/200;W;PAXULD;05DEC12;12DEC12
214;EU;EU;DE;DE;LH;LH026;0;FRA;HAM;1800;0;1905;0;1;;;4;;;;321;AirbusA321-100/200;W;PAXULD;10DEC12;13DEC12
215;EU;EU;DE;DE;LH;LH026;0;FRA;HAM;1800;0;1905;0;1;;;;5;;7;319;AirbusA319;O;Others;14DEC12;23DEC12
216;EU;EU;DE;DE;LH;LH026;0;FRA;HAM;1800;0;1905;0;;;3;4;;;;321;AirbusA321-100/200;W;PAXULD;19DEC12;20DEC12
217;EU;EU;DE;DE;LH;LH027;0;HAM;FRA;1800;0;1915;0;1;2;;;5;;;319;AirbusA319;O;Others;20NOV12;27NOV12
218;EU;EU;DE;DE;LH;LH027;0;HAM;FRA;1800;0;1915;0;;;3;4;;;;321;AirbusA321-100/200;W;PAXULD;14NOV12;22NOV12
219;EU;EU;DE;DE;LH;LH027;0;HAM;FRA;1800;0;1915;0;;;3;;;;;320;AirbusA320-100/200;W;PAXULD;28NOV12;28NOV12
220;EU;EU;DE;DE;LH;LH027;0;HAM;FRA;1800;0;1915;0;;;3;4;5;;;321;AirbusA321-100/200;W;PAXULD;29NOV12;19DEC12
221;EU;EU;DE;DE;LH;LH027;0;HAM;FRA;1800;0;1915;0;1;;;;;;;319;AirbusA319;O;Others;03DEC12;31DEC12
222;EU;EU;DE;DE;LH;LH027;0;HAM;FRA;1800;0;1915;0;;2;;;;;;321;AirbusA321-100/200;W;PAXULD;04DEC12;04DEC12
223;EU;EU;DE;DE;LH;LH027;0;HAM;FRA;1800;0;1915;0;;2;;;;;;319;AirbusA319;O;Others;11DEC12;11DEC12
224;EU;EU;DE;DE;LH;LH027;0;HAM;FRA;1800;0;1915;0;;2;;;;;;321;AirbusA321-100/200;W;PAXULD;18DEC12;18DEC12
225;EU;EU;DE;DE;LH;LH027;0;HAM;FRA;1800;0;1915;0;;;;4;;;;319;AirbusA319;O;Others;20DEC12;27DEC12
226;EU;EU;DE;DE;LH;LH027;0;HAM;FRA;1800;0;1915;0;;;3;;5;;;320;AirbusA320-100/200;W;PAXULD;21DEC12;26DEC12
227;EU;EU;DE;DE;LH;LH028;0;FRA;HAM;1900;0;2005;0;;2;3;;;;;321;AirbusA321-100/200;W;PAXULD;13NOV12;04DEC12
228;EU;EU;DE;DE;LH;LH028;0;FRA;HAM;1900;0;2005;0;;;;4;5;;;321;AirbusA321-100/200;W;PAXULD;16NOV12;22NOV12
229;EU;EU;DE;DE;LH;LH028;0;FRA;HAM;1900;0;2005;0;;;;;5;6;;319;AirbusA319;O;Others;17NOV12;24NOV12
230;EU;EU;DE;DE;LH;LH028;0;FRA;HAM;1900;0;2005;0;;;;;;;7;321;AirbusA321-100/200;W;PAXULD;25NOV12;16DEC12
231;EU;EU;DE;DE;LH;LH028;0;FRA;HAM;1900;0;2005;0;1;;;;;;;321;AirbusA321-100/200;W;PAXULD;26NOV12;31DEC12
232;EU;EU;DE;DE;LH;LH028;0;FRA;HAM;1900;0;2005;0;;;;4;;;;320;AirbusA320-100/200;W;PAXULD;29NOV12;29NOV12
233;EU;EU;DE;DE;LH;LH028;0;FRA;HAM;1900;0;2005;0;;;;;5;;;321;AirbusA321-100/200;W;PAXULD;30NOV12;30NOV12
234;EU;EU;DE;DE;LH;LH028;0;FRA;HAM;1900;0;2005;0;;;;;5;6;;319;AirbusA319;O;Others;01DEC12;07DEC12
235;EU;EU;DE;DE;LH;LH028;0;FRA;HAM;1900;0;2005;0;;;3;4;;;;320;AirbusA320-100/200;W;PAXULD;05DEC12;13DEC12
236;EU;EU;DE;DE;LH;LH028;0;FRA;HAM;1900;0;2005;0;;2;;;;6;;321;AirbusA321-100/200;W;PAXULD;08DEC12;11DEC12
237;EU;EU;DE;DE;LH;LH028;0;FRA;HAM;1900;0;2005;0;;2;;;5;;;320;AirbusA320-100/200;W;PAXULD;14DEC12;18DEC12
238;EU;EU;DE;DE;LH;LH028;0;FRA;HAM;1900;0;2005;0;;;;4;5;6;;319;AirbusA319;O;Others;15DEC12;21DEC12
239;EU;EU;DE;DE;LH;LH028;0;FRA;HAM;1900;0;2005;0;;;3;;;;;319;AirbusA319;O;Others;19DEC12;02JAN13
240;EU;EU;DE;DE;LH;LH029;0;HAM;FRA;1900;0;2015;0;;2;;4;5;6;;321;AirbusA321-100/200;W;PAXULD;22NOV12;27NOV12
241;EU;EU;DE;DE;LH;LH029;0;HAM;FRA;1900;0;2015;0;;;3;;;;7;320;AirbusA320-100/200;W;PAXULD;21NOV12;25NOV12
242;EU;EU;DE;DE;LH;LH029;0;HAM;FRA;1900;0;2015;0;1;;;4;5;6;;321;AirbusA321-100/200;W;PAXULD;26NOV12;03DEC12
243;EU;EU;DE;DE;LH;LH029;0;HAM;FRA;1900;0;2015;0;;;3;;;;;321;AirbusA321-100/200;W;PAXULD;28NOV12;26DEC12
244;EU;EU;DE;DE;LH;LH029;0;HAM;FRA;1900;0;2015;0;;2;;4;5;;7;321;AirbusA321-100/200;W;PAXULD;02DEC12;07DEC12
245;EU;EU;DE;DE;LH;LH029;0;HAM;FRA;1900;0;2015;0;;;;;;6;;320;AirbusA320-100/200;W;PAXULD;08DEC12;08DEC12
246;EU;EU;DE;DE;LH;LH029;0;HAM;FRA;1900;0;2015;0;;;;;;;7;320;AirbusA320-100/200;W;PAXULD;09DEC12;23DEC12
247;EU;EU;DE;DE;LH;LH029;0;HAM;FRA;1900;0;2015;0;1;;;4;;;;321;AirbusA321-100/200;W;PAXULD;10DEC12;17DEC12
248;EU;EU;DE;DE;LH;LH029;0;HAM;FRA;1900;0;2015;0;;2;;;5;6;;321;AirbusA321-100/200;W;PAXULD;11DEC12;22DEC12
249;EU;EU;DE;DE;LH;LH029;0;HAM;FRA;1900;0;2015;0;;2;;4;;;;319;AirbusA319;O;Others;20DEC12;27DEC12
250;EU;EU;DE;DE;LH;LH030;0;FRA;HAM;2000;0;2105;0;;;;4;;;;321;AirbusA321-100/200;W;PAXULD;15NOV12;06DEC12
251;EU;EU;DE;DE;LH;LH030;0;FRA;HAM;2000;0;2105;0;;;;;;;7;321;AirbusA321-100/200;W;PAXULD;25NOV12;16DEC12
252;EU;EU;DE;DE;LH;LH030;0;FRA;HAM;2000;0;2105;0;;;3;;;;;321;AirbusA321-100/200;W;PAXULD;21NOV12;21NOV12
253;EU;EU;DE;DE;LH;LH030;0;FRA;HAM;2000;0;2105;0;1;2;3;;5;6;;319;AirbusA319;O;Others;23NOV12;28NOV12
254;EU;EU;DE;DE;LH;LH030;0;FRA;HAM;2000;0;2105;0;;2;;;5;;;321;AirbusA321-100/200;W;PAXULD;30NOV12;04DEC12
255;EU;EU;DE;DE;LH;LH030;0;FRA;HAM;2000;0;2105;0;1;;3;;5;6;;319;AirbusA319;O;Others;01DEC12;22DEC12
256;EU;EU;DE;DE;LH;LH030;0;FRA;HAM;2000;0;2105;0;;2;;;;;;319;AirbusA319;O;Others;11DEC12;18DEC12
257;EU;EU;DE;DE;LH;LH030;0;FRA;HAM;2000;0;2105;0;;;;4;;;;320;AirbusA320-100/200;W;PAXULD;13DEC12;20DEC12
258;EU;EU;DE;DE;LH;LH031;0;HAM;FRA;1300;0;1415;0;1;2;3;4;;;;321;AirbusA321-100/200;W;PAXULD;20NOV12;28NOV12
259;EU;EU;DE;DE;LH;LH031;0;HAM;FRA;1300;0;1415;0;;;;;5;;;321;AirbusA321-100/200;W;PAXULD;23NOV12;21DEC12
260;EU;EU;DE;DE;LH;LH031;0;HAM;FRA;1300;0;1415;0;;;;4;;;;320;AirbusA320-100/200;W;PAXULD;29NOV12;29NOV12
261;EU;EU;DE;DE;LH;LH031;0;HAM;FRA;1300;0;1415;0;1;2;3;;;;;321;AirbusA321-100/200;W;PAXULD;04DEC12;18DEC12
262;EU;EU;DE;DE;LH;LH031;0;HAM;FRA;1300;0;1415;0;;;;4;;;;321;AirbusA321-100/200;W;PAXULD;06DEC12;20DEC12
263;EU;EU;DE;DE;LH;LH031;0;HAM;FRA;1300;0;1415;0;;;3;;;;;320;AirbusA320-100/200;W;PAXULD;19DEC12;19DEC12
264;EU;EU;DE;DE;LH;LH031;0;HAM;FRA;1300;0;1415;0;1;;;;;;;321;AirbusA321-100/200;W;PAXULD;03DEC12;03DEC12
265;EU;EU;DE;DE;LH;LH032;0;FRA;HAM;2130;0;2235;0;;2;3;;5;;;319;AirbusA319;O;Others;14NOV12;23NOV12
266;EU;EU;DE;DE;LH;LH032;0;FRA;HAM;2130;0;2235;0;1;;;;;;7;321;AirbusA321-100/200;W;PAXULD;19NOV12;23DEC12
267;EU;EU;DE;DE;LH;LH032;0;FRA;HAM;2130;0;2235;0;;;;4;;;;320;AirbusA320-100/200;W;PAXULD;22NOV12;22NOV12
268;EU;EU;DE;DE;LH;LH032;0;FRA;HAM;2130;0;2235;0;;2;;;5;;;321;AirbusA321-100/200;W;PAXULD;27NOV12;30NOV12
269;EU;EU;DE;DE;LH;LH032;0;FRA;HAM;2130;0;2235;0;;;3;4;;;;319;AirbusA319;O;Others;28NOV12;29NOV12
270;EU;EU;DE;DE;LH;LH032;0;FRA;HAM;2130;0;2235;0;;2;3;4;5;;;319;AirbusA319;O;Others;04DEC12;03JAN13
271;EU;EU;DE;DE;LH;LH034;0;FRA;BRE;0655;0;0755;0;;;;;;;7;CR7;CanadairRegionalJet700;O;Others;28OCT12;23DEC12
272;EU;EU;DE;DE;LH;LH034;0;FRA;BRE;0650;0;0750;0;1;2;3;4;5;6;;CR7;CanadairRegionalJet700;O;Others;29OCT12;22DEC12
273;EU;EU;DE;DE;LH;LH035;0;BRE;FRA;0600;0;0705;0;;;3;;;;;321;AirbusA321-100/200;W;PAXULD;14NOV12;21NOV12
274;EU;EU;DE;DE;LH;LH035;0;BRE;FRA;0605;0;0710;0;;;;;5;;;321;AirbusA321-100/200;W;PAXULD;16NOV12;21DEC12
275;EU;EU;DE;DE;LH;LH035;0;BRE;FRA;0605;0;0710;0;1;;;;;6;;321;AirbusA321-100/200;W;PAXULD;24NOV12;01DEC12
276;EU;EU;DE;DE;LH;LH035;0;BRE;FRA;0605;0;0710;0;;;;;;;7;321;AirbusA321-100/200;W;PAXULD;18NOV12;24MAR13
277;EU;EU;DE;DE;LH;LH035;0;BRE;FRA;0605;0;0710;0;;2;;4;;;;320;AirbusA320-100/200;W;PAXULD;20NOV12;22NOV12
278;EU;EU;DE;DE;LH;LH035;0;BRE;FRA;0605;0;0710;0;;2;;;;;;321;AirbusA321-100/200;W;PAXULD;27NOV12;27NOV12
279;EU;EU;DE;DE;LH;LH035;0;BRE;FRA;0600;0;0705;0;;;3;;;;;319;AirbusA319;O;Others;28NOV12;28NOV12
280;EU;EU;DE;DE;LH;LH035;0;BRE;FRA;0605;0;0710;0;;;;4;;;;321;AirbusA321-100/200;W;PAXULD;29NOV12;13DEC12
281;EU;EU;DE;DE;LH;LH035;0;BRE;FRA;0605;0;0710;0;1;2;;;;;;320;AirbusA320-100/200;W;PAXULD;03DEC12;10DEC12
282;EU;EU;DE;DE;LH;LH035;0;BRE;FRA;0600;0;0705;0;;;3;;;;;321;AirbusA321-100/200;W;PAXULD;05DEC12;05DEC12
283;EU;EU;DE;DE;LH;LH035;0;BRE;FRA;0605;0;0710;0;;2;;;;6;;319;AirbusA319;O;Others;08DEC12;11DEC12
284;EU;EU;DE;DE;LH;LH035;0;BRE;FRA;0600;0;0705;0;;;3;;;;;319;AirbusA319;O;Others;12DEC12;19DEC12
285;EU;EU;DE;DE;LH;LH035;0;BRE;FRA;0605;0;0710;0;1;2;;4;;6;;320;AirbusA320-100/200;W;PAXULD;15DEC12;20DEC12
286;EU;EU;DE;DE;LH;LH036;0;FRA;BRE;0905;0;1005;0;;2;;4;;;;319;AirbusA319;O;Others;15NOV12;27NOV12
287;EU;EU;DE;DE;LH;LH036;0;FRA;BRE;0905;0;1005;0;;;;;5;;;320;AirbusA320-100/200;W;PAXULD;16NOV12;30NOV12
288;EU;EU;DE;DE;LH;LH036;0;FRA;BRE;0900;0;1000;0;;;;;;;7;319;AirbusA319;O;Others;18NOV12;30DEC12
289;EU;EU;DE;DE;LH;LH036;0;FRA;BRE;0905;0;1005;0;1;;;;;;;321;AirbusA321-100/200;W;PAXULD;19NOV12;26NOV12
290;EU;EU;DE;DE;LH;LH036;0;FRA;BRE;0905;0;1005;0;;;3;;;;;321;AirbusA321-100/200;W;PAXULD;21NOV12;28NOV12
291;EU;EU;DE;DE;LH;LH036;0;FRA;BRE;0905;0;1005;0;;;;;;6;;319;AirbusA319;O;Others;24NOV12;08DEC12
292;EU;EU;DE;DE;LH;LH036;0;FRA;BRE;0905;0;1005;0;;;;4;;;;321;AirbusA321-100/200;W;PAXULD;29NOV12;29NOV12
293;EU;EU;DE;DE;LH;LH036;0;FRA;BRE;0905;0;1005;0;1;;3;;5;;;321;AirbusA321-100/200;W;PAXULD;03DEC12;19DEC12
294;EU;EU;DE;DE;LH;LH036;0;FRA;BRE;0905;0;1005;0;;2;;;;;;320;AirbusA320-100/200;W;PAXULD;04DEC12;18DEC12
295;EU;EU;DE;DE;LH;LH036;0;FRA;BRE;0905;0;1005;0;;;;4;;;;319;AirbusA319;O;Others;06DEC12;06DEC12
296;EU;EU;DE;DE;LH;LH036;0;FRA;BRE;0905;0;1005;0;;;;4;;;;321;AirbusA321-100/200;W;PAXULD;13DEC12;13DEC12
297;EU;EU;DE;DE;LH;LH036;0;FRA;BRE;0905;0;1005;0;;;;;;6;;735;Boeing737-500pax;O;Others;15DEC12;22DEC12
298;EU;EU;DE;DE;LH;LH036;0;FRA;BRE;0905;0;1005;0;;;;4;5;;;319;AirbusA319;O;Others;20DEC12;11JAN13
299;EU;EU;DE;DE;LH;LH037;0;BRE;FRA;0825;0;0930;0;1;2;;;5;;7;CR7;CanadairRegionalJet700;O;Others;28OCT12;23DEC12
300;EU;EU;DE;DE;LH;LH037;0;BRE;FRA;0820;0;0925;0;;;3;4;;6;;CR7;CanadairRegionalJet700;O;Others;31OCT12;22DEC12
301;EU;EU;DE;DE;LH;LH038;0;FRA;BRE;1240;0;1340;0;;;3;;5;;7;319;AirbusA319;O;Others;14NOV12;07DEC12
302;EU;EU;DE;DE;LH;LH038;0;FRA;BRE;1245;0;1345;0;;;;4;;;;319;AirbusA319;O;Others;15NOV12;28MAR13
303;EU;EU;DE;DE;LH;LH038;0;FRA;BRE;1245;0;1345;0;1;;;;;;;319;AirbusA319;O;Others;19NOV12;17DEC12
304;EU;EU;DE;DE;LH;LH038;0;FRA;BRE;1240;0;1340;0;;;;;;6;;735;Boeing737-500pax;O;Others;24NOV12;24NOV12
305;EU;EU;DE;DE;LH;LH038;0;FRA;BRE;1240;0;1340;0;;2;;;;;;320;AirbusA320-100/200;W;PAXULD;27NOV12;27NOV12
306;EU;EU;DE;DE;LH;LH038;0;FRA;BRE;1240;0;1340;0;;;;;;6;;319;AirbusA319;O;Others;01DEC12;01DEC12
307;EU;EU;DE;DE;LH;LH038;0;FRA;BRE;1240;0;1340;0;;2;;;;;;320;AirbusA320-100/200;W;PAXULD;04DEC12;04DEC12
308;EU;EU;DE;DE;LH;LH038;0;FRA;BRE;1240;0;1340;0;;;;;;6;;735;Boeing737-500pax;O;Others;08DEC12;15DEC12
309;EU;EU;DE;DE;LH;LH038;0;FRA;BRE;1240;0;1340;0;;;;;;;7;735;Boeing737-500pax;O;Others;09DEC12;30DEC12
310;EU;EU;DE;DE;LH;LH038;0;FRA;BRE;1240;0;1340;0;;2;;;;;;319;AirbusA319;O;Others;11DEC12;26MAR13
311;EU;EU;DE;DE;LH;LH038;0;FRA;BRE;1240;0;1340;0;;;3;;5;;;321;AirbusA321-100/200;W;PAXULD;12DEC12;19DEC12
312;EU;EU;DE;DE;LH;LH038;0;FRA;BRE;1240;0;1340;0;;;;;5;;;319;AirbusA319;O;Others;21DEC12;29MAR13
313;EU;EU;DE;DE;LH;LH039;0;BRE;FRA;1050;0;1155;0;;;;4;;;;319;AirbusA319;O;Others;15NOV12;22NOV12
314;EU;EU;DE;DE;LH;LH039;0;BRE;FRA;1050;0;1155;0;;;;;5;;;320;AirbusA320-100/200;W;PAXULD;16NOV12;30NOV12
315;EU;EU;DE;DE;LH;LH039;0;BRE;FRA;1050;0;1155;0;;;;;;;7;319;AirbusA319;O;Others;18NOV12;30DEC12
316;EU;EU;DE;DE;LH;LH039;0;BRE;FRA;1050;0;1155;0;1;;;;;;;321;AirbusA321-100/200;W;PAXULD;19NOV12;26NOV12
317;EU;EU;DE;DE;LH;LH039;0;BRE;FRA;1055;0;1200;0;;2;;;;;;319;AirbusA319;O;Others;20NOV12;27NOV12
318;EU;EU;DE;DE;LH;LH039;0;BRE;FRA;1055;0;1200;0;;;3;;;;;321;AirbusA321-100/200;W;PAXULD;21NOV12;28NOV12
319;EU;EU;DE;DE;LH;LH039;0;BRE;FRA;1055;0;1200;0;;;;;;6;;319;AirbusA319;O;Others;24NOV12;08DEC12
320;EU;EU;DE;DE;LH;LH039;0;BRE;FRA;1050;0;1155;0;;;;4;;;;321;AirbusA321-100/200;W;PAXULD;29NOV12;29NOV12
321;EU;EU;DE;DE;LH;LH039;0;BRE;FRA;1050;0;1155;0;1;;;;5;;;321;AirbusA321-100/200;W;PAXULD;03DEC12;17DEC12
322;EU;EU;DE;DE;LH;LH039;0;BRE;FRA;1055;0;1200;0;;2;;;;;;320;AirbusA320-100/200;W;PAXULD;04DEC12;18DEC12
323;EU;EU;DE;DE;LH;LH039;0;BRE;FRA;1055;0;1200;0;;;3;;;;;321;AirbusA321-100/200;W;PAXULD;05DEC12;19DEC12
324;EU;EU;DE;DE;LH;LH039;0;BRE;FRA;1050;0;1155;0;;;;4;;;;319;AirbusA319;O;Others;06DEC12;06DEC12
325;EU;EU;DE;DE;LH;LH039;0;BRE;FRA;1050;0;1155;0;;;;4;;;;321;AirbusA321-100/200;W;PAXULD;13DEC12;13DEC12
326;EU;EU;DE;DE;LH;LH039;0;BRE;FRA;1055;0;1200;0;;;;;;6;;735;Boeing737-500pax;O;Others;15DEC12;22DEC12
327;EU;EU;DE;DE;LH;LH039;0;BRE;FRA;1050;0;1155;0;1;;;4;5;;;319;AirbusA319;O;Others;20DEC12;11JAN13
328;EU;EU;DE;DE;LH;LH040;0;FRA;BRE;1720;0;1820;0;;2;;;5;;7;733;Boeing737-300pax;O;Others;16NOV12;14DEC12
329;EU;EU;DE;DE;LH;LH040;0;FRA;BRE;1720;0;1820;0;;;;;;6;;733;Boeing737-300pax;O;Others;17NOV12;24NOV12
330;EU;EU;DE;DE;LH;LH040;0;FRA;BRE;1725;0;1825;0;1;;3;4;;;;733;Boeing737-300pax;O;Others;19NOV12;20DEC12
331;EU;EU;DE;DE;LH;LH040;0;FRA;BRE;1720;0;1820;0;;;;;;6;;735;Boeing737-500pax;O;Others;01DEC12;01DEC12
332;EU;EU;DE;DE;LH;LH040;0;FRA;BRE;1720;0;1820;0;;;;;;6;;CR7;CanadairRegionalJet700;O;Others;08DEC12;15DEC12
333;EU;EU;DE;DE;LH;LH040;0;FRA;BRE;1720;0;1820;0;;;;;;;7;735;Boeing737-500pax;O;Others;16DEC12;16DEC12
334;EU;EU;DE;DE;LH;LH040;0;FRA;BRE;1720;0;1820;0;;2;;;5;6;7;733;Boeing737-300pax;O;Others;18DEC12;23DEC12
335;EU;EU;DE;DE;LH;LH041;0;BRE;FRA;1420;0;1520;0;1;;3;4;5;;7;319;AirbusA319;O;Others;14NOV12;07DEC12
336;EU;EU;DE;DE;LH;LH041;0;BRE;FRA;1420;0;1520;0;;;;;;6;;735;Boeing737-500pax;O;Others;24NOV12;24NOV12
337;EU;EU;DE;DE;LH;LH041;0;BRE;FRA;1420;0;1520;0;;2;;;;;;320;AirbusA320-100/200;W;PAXULD;27NOV12;27NOV12
